Complexity metrics,Sun, 31 Mar 2019 21:55:22 EDT
Method,ev(G),iv(G),v(G)
"org.apache.maven.doxia.module.apt.AptSink.link(String,String)",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.link_()",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.list()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.listItem()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.listItem_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.list_()",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.monospaced()",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.monospaced_()",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.nonBreakingSpace()",1,2,3
"org.apache.maven.doxia.module.apt.AptSink.numberedList(int)",2,2,6
"org.apache.maven.doxia.module.apt.AptSink.numberedListItem()",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.numberedListItem_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.numberedList_()",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.pageBreak()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.paragraph()",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.paragraph_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.rawText(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.resetBuffer()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.resetState()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.resetTableCaptionBuffer()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.section1_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.section2_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.section3_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.section4_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.section5_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.sectionTitle1()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.sectionTitle1_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.sectionTitle2()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.sectionTitle2_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.sectionTitle3()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.sectionTitle3_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.sectionTitle4()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.sectionTitle4_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.sectionTitle5()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.sectionTitle5_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.setHeadFlag(boolean)",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.table()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.tableCaption()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.tableCaption_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.tableCell()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.tableCell(boolean)",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.tableCell_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.tableHeaderCell()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.tableHeaderCell_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.tableRow()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.tableRow_()",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.tableRows(int[],boolean)",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.tableRows_()",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.table_()",1,3,3
"org.apache.maven.doxia.module.apt.AptSink.text(String)",1,4,5
"org.apache.maven.doxia.module.apt.AptSink.title_()",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.unknown(String,Object[],SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.verbatim(boolean)",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.verbatimContent(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSink.verbatim_()",1,2,2
"org.apache.maven.doxia.module.apt.AptSink.write(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkFactory.createSink(Writer,String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.createSink(Writer)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getAnchorBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getAuthorBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getBodyBlock()",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getBoldBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getCommentBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getDateBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getDefinitionListBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getFigureBlock(String,String)",1,1,2
"org.apache.maven.doxia.module.apt.AptSinkTest.getHeadBlock()",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getHorizontalRuleBlock()",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getItalicBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getLineBreakBlock()",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getLinkBlock(String,String)",1,2,2
"org.apache.maven.doxia.module.apt.AptSinkTest.getListBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getMonospacedBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getNonBreakingSpaceBlock()",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getNumberedListBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getPageBreakBlock()",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getParagraphBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getRawTextBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getSection1Block(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getSection2Block(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getSection3Block(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getSection4Block(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getSection5Block(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getSectionTitleBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getSpecialCharacters(char)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getTableBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getTextBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getTitleBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.getVerbatimBlock(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.isXmlSink()",1,1,1
"org.apache.maven.doxia.module.apt.AptSinkTest.outputExtension()",1,1,1
"org.apache.maven.doxia.module.apt.AptUtils.AptUtils()",1,1,1
"org.apache.maven.doxia.module.apt.AptUtils.encodeAnchor(String)",2,10,11
"org.apache.maven.doxia.module.apt.AptUtils.encodeFragment(String)",2,1,2
"org.apache.maven.doxia.module.apt.AptUtils.isExternalLink(String)",1,1,1
"org.apache.maven.doxia.module.apt.AptUtils.isInternalLink(String)",1,2,2
"org.apache.maven.doxia.module.apt.AptUtils.isLocalLink(String)",1,3,3
"org.apache.maven.doxia.module.apt.AptUtils.linkToKey(String)",1,3,3
"org.apache.maven.doxia.module.apt.AptUtilsTest.testEncodeAnchor()",1,1,1
"org.apache.maven.doxia.module.apt.AptUtilsTest.testEncodeFragment()",1,1,1
"org.apache.maven.doxia.module.apt.AptUtilsTest.testIsExternalLink()",1,1,1
"org.apache.maven.doxia.module.apt.AptUtilsTest.testIsInternalLink()",1,1,1
"org.apache.maven.doxia.module.apt.AptUtilsTest.testIsLocalLink()",1,1,1
"org.apache.maven.doxia.module.apt.AptUtilsTest.testLinkToKey()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParser.ConfluenceParser()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParser.init()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParser.parse(ByLineSource)",5,4,5
"org.apache.maven.doxia.module.confluence.ConfluenceParser.parse(Reader,Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParser.parse(Reader,Sink,String)",1,3,3
"org.apache.maven.doxia.module.confluence.ConfluenceParserModule.ConfluenceParserModule()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.assertContainsLines(String,String)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.assertContainsLines(String,String,String)",1,2,2
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.createParser()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.getLineBreakString()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.locateAndParseTestSourceFile(String)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.outputExtension()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.setUp()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.tearDown()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testAnchor()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testCodeMacro()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testDoxia382SinkCannotBeReused()",2,1,2
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testEndBracket()",1,2,2
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testEndBracketInList()",1,2,2
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testEscapes()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testFigure()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testLineBreak()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testLinethrough()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testLink()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testListFollowedByMacro()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testListWithSimpleFormatting()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testMarkupTestPage()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testNestedBulletList()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testNestedFormats()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testNestedHeterogenousList()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testNoteInfoTipQuote()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testParagraphWithFigure()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testParagraphWithHeader()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testParagraphWithList()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testParagraphWithSimpleFormatting()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testSectionTitles()",1,2,2
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testSeparatorInParagraph()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testSub()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testSup()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testTable()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testTableWithImages()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testTableWithLinks()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testUnderline()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceParserTest.testUnknownMacro()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.ConfluenceSink(Writer)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.anchor(String)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.anchor(String,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.anchor_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.author()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.author(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.author_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.body()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.body(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.body_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.bold()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.bold_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.close()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.comment(String)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.content(String)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.date()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.date(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.date_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definedTerm()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definedTerm(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definedTerm_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definition()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definition(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definitionList()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definitionList(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definitionListItem()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definitionListItem(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definitionListItem_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definitionList_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.definition_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.escapeHTML(String)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.figure()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.figure(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.figureCaption()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.figureCaption(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.figureCaption_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.figureGraphics(String)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.figureGraphics(String,SinkEventAttributes)",1,3,3
"org.apache.maven.doxia.module.confluence.ConfluenceSink.figure_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.flush()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.head()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.head(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.head_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.horizontalRule()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.horizontalRule(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.init()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.italic()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.italic_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.lineBreak()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.lineBreak(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.link(String)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.link(String,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.link_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.list()",1,2,2
"org.apache.maven.doxia.module.confluence.ConfluenceSink.list(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.listItem()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.listItem(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.listItem_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.list_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.monospaced()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.monospaced_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.nonBreakingSpace()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.numberedList(int)",2,2,2
"org.apache.maven.doxia.module.confluence.ConfluenceSink.numberedList(int,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.numberedListItem()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.numberedListItem(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.numberedListItem_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.numberedList_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.pageBreak()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.paragraph()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.paragraph(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.paragraph_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.rawText(String)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section(int,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section1()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section1_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section2()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section2_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section3()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section3_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section4()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section4_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section5()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section5_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle(int,SinkEventAttributes)",1,2,3
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle1()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle1_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle2()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle2_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle3()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle3_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle4()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle4_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle5()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle5_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle_()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.sectionTitle_(int)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.section_(int)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.table()",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.table(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.confluence.ConfluenceSink.tableCaption()",1,1,1
